AvailabilityCode|AvailabilityCodeDescription|CVComment|CVTitle|CandidatePermission|CandidateStatusCode|CandidateStatusCodeDescription|CurrentEmployer|CurrentJob|ExternalID|ExtraInfo|HighestEducationLevelCode|HighestEducationLevelCodeDescription|Last3Experiences|ProfilePicture|SalaryCode|SalaryCodeDescription|TotalExperienceYears|id
|||||||Faculdades Objetivo|e Medicina do Trabalho|||5|Master|Gestor, e Medicina do Trabalho||||13|cv9252.xml
|||||||Laboratório Santa Paula Diagnósticos Ltda|Administrador de Redes|||4|Bachelor|Técnico em Informática, Técnico de TI||||8|cv7278.xml
|||||||Central IT entrou|Analista de Sistemas|||4|Bachelor|||||0|cv385.xml
||||0|||Embratel/Claro|Analista de Suporte Comercial|||4|Bachelor|Assistente, Técnico em Informática||||10|cv34016.xml
||||0|||GEAP Autogestão em Saúde|Supervisora|||4|Bachelor|Estagiária, Estagiária||||3|cv38266.xml
||||0|||Subgerente de Loja de Shopping, Allbags Comercial LTDA em DF|Gerente|||5|Master|Gerente, Atendente de Telemarketing ­ Ativo||||5|cv29400.xml
|||||||GRUPO FLORESTA - SALTUS TECNOLOGIA|Gerente de Projetos|||5|Master|Gerente de Projetos, Coordenador de Teste de Software, Analista de Testes Senior||||10|cv6497.xml
||||||||Empacotador|||4|Bachelor|Consultor de vendas por telemarketing, Estagiário (Desenvolvimento), Desenvolvedor C#|||||cv9916.xml
||||0|||||||5|Master||||||cv19220.xml
||||0|||||||5|Master||||||cv38525.xml
||||0|||PCE - Projetos e Consultorias de Engenharia|Chefe de projetos|||5|Master|Engenheiro Elétrico, Engenheiro de Aplicação, Estagiário de Engenharia Elétrica||||16|cv20714.xml
|||||||Associação de Poupança e Empréstimo - POUPEX|Arquiteto JAVA|||4|Bachelor|Arquiteto JAVA||||9|cv9674.xml
|||||||Capital Brasil Contabilidade|Estágiario|||4|Bachelor|Auxiliar Administrativo, Estágiario||||4|cv11273.xml
|||||||SEDF/CRE - Planaltina-DF|Manutenção e Suporte em Informática|||4|Bachelor||||||cv5040.xml
|||||||CAST|Analista de sistemas pleno|||4|Bachelor|Analista de sistemas pleno, Desenvolvedor Pleno, Desenvolvedor Júnior||||6|cv24290.xml
|||||||BSI Tecnologia|Analista de Sistemas Sênior|||4|Bachelor|Líder de Equipe, Gerente de Projetos, Analista desenvolvedor||||13|cv17388.xml
||||0|||Brinks ePago Tecnologia|Analista de Infraestrutura|||||Analista de Software, Consultor projeto TEM, Consultor projeto Moving TI (Projeto)||||13|cv1902.xml
||||0|||SETTE CÂMARA C. E BASTOS ADVOGADOS E ASSOCIADOS em DF|Estagiária|||4|Bachelor|Estagiária, Analista de Recursos Humanos, Analista Administrativo||||9|cv29518.xml
|||||||CPM Braxis Capgemini|Coordenador de Projetos|||5|Master|Coordenador de Projetos, Analista de Sistemas Sr, Coordenador no projeto SIOPE - Solução para Administração de Operações||||34|cv4190.xml
|||||||Autbank Projetos e Consultoria Ltada|Consultor de Informática|||5|Master|Consultor de Informática, Consultor de Informática, Consultor de Informática||||9|cv4909.xml
|||||||AutoTrac Telecomunicações S/A|Analista de Sistemas|||||Analista de Sistemas, Help Desk||||11|cv24417.xml
|||||||Horus Telecomunicações Ltda. ­|Analista Administrativo / Financeiro ­|||5|Master|Analista Administrativo / Financeiro ­, Analista Junior ­, ADMINISTRADOR DE||||18|cv12282.xml
||||0|||GSP Assessoria|Auxiliar I|||||Auxiliar I, Técnico em Informática, Estudante, Mecatrônica, Robótica e Engenharia de Controle||||6|cv26199.xml
||||0|||Wooba em DF|Programador II|||4|Bachelor|TI, Telecomunicações ­||||8|cv29970.xml
|||||||||||1|Secondary Education||||||cv24232.xml
|||||||ARPIA TI|Gerente de Projetos|||5|Master|Analista de Projetos Senior, Gerente de Projetos de TI, saiu em||||15|cv3868.xml
|||||||CGI Tecnologia|Analista de RH Sênior|||||Coordenadora de RH, Consultora de R&S, Consultora Interna de RH||||9|cv35212.xml
|||||||Sintralgo|Cobrador|||4|Bachelor|Cobrador||||2|cv11810.xml
|||||||||||5|Master||||||cv6025.xml
||||0|||SLA (Service Level Agreement|Coordenador de Projetos|||4|Bachelor|Coordenador de Projetos, Analista de Sistemas Senior, Coordenador de Projetos||||20|cv17892.xml
||||0|||CGA Presentes e Ultilidades|Gerente administrativo|||5|Master|e Suporte em pesquisas, Analista de TI||||4|cv25389.xml
||||0|||Play Games|Manutenção de Computadores|||1|Secondary Education|Repositor||||6|cv15010.xml
|||||||CAPGEMINI - CPM BRAXIS S.A|Programador Jr|||5|Master|Estágio, Inspetor de Sinistros||||5|cv33989.xml
|||||||Go Store Tecnologia|Vendedor|||4|Bachelor|Operador de Vendas e serviços, Vendedor||||6|cv21990.xml
|||||||Brasília|analista de Métricas|||5|Master|Fábrica CAST, analista de Métricas, Engenheiro de Testes||||9|cv32996.xml
||||0|||||||1|Secondary Education||||||cv37638.xml
||||||||Monitor de Segurança Eletrônica|||2|Vocational Education|Operador de Telemarketing, Auxiliar Administrativo, Técnico de suporte em|||||cv33251.xml
||||0|||NT Educação|Programador Analista|||||||||8|cv36811.xml
|||||||Alclog Serviços e Consultoria Ltda|Analista Desenvolvedor Java|||4|Bachelor|||||2|cv33446.xml
||||||||||||||||||cv10856.xml
||||0|||IBM Brasil - Ltda|Team Leader|||5|Master|Gerente de RH, Team Leader, Gerente da Conta de RH||||18|cv36180.xml
||||0|||Mobile Solution|Administrador de redes|||||Analista Infraestrutura, Analista Infraestrutura, Analista de Suporte Jr.||||7|cv14154.xml
||||||||Gerente de Projetos Sr.|||4|Bachelor|Gerente de Projetos Sr., Gerente de Programa/Projetos, Gerente de Contrato/Projetos||||8|cv12455.xml
|||||||_____________________________________________________ Software AG|Analista|||||Analista de Sistemas Pleno, Analista Programador Pleno, Analista de Data||||3|cv11839.xml
|||||||Superior Tribunal de Justiça - STJ|Estagiário|||4|Bachelor|lugar||||1|cv12599.xml
||||0|||Consórcio DS Brasil|Estagiário|||4|Bachelor||||||cv25702.xml
|||||||EXPERIêNCIAS INSTITUTO BRASILEIRO DE POLÍTICAS PÚBLICAS (IBRAPP)|Assistente administrativo|||5|Master|Técnico em informática, Auxiliar administrativo||||6|cv10902.xml
|||||||Log Distribuidora LTDA|Coordenadora de RH.|||4|Bachelor|||||7|cv9634.xml
||||0|||||||4|Bachelor||||||cv19172.xml
||||0|||PPS - DF (Partido Popular Socialista do Distrito Federal)|IT Network & System Administrator|||5|Master|Coordenador Infraestrutura TI, Analista de Suporte Pleno - Nível 2, Analista de Suporte Pleno||||12|cv37022.xml
|||||||Cast Informatica|DBA Oracle|||4|Bachelor|DBA, DBA Oracle, Analista de Suporte ECM/GED||||10|cv12820.xml
||||0|||São Sebastião|Gerente|||4|Bachelor|Gerente de TI, Auxiliar administrativo||||3|cv20231.xml
|||||||||||4|Bachelor||||||cv27247.xml
|||||||BASIS TECNOLOGIA|Analista de Teste|||5|Master|Analista de Requisitos, Analista de Teste, Analista de Teste||||4|cv33219.xml
|||||||Experience|Analista Programador|||||Analista de Sistemas sênior, Analista de Sistemas PL, Desenvolvedor Jr||||8|cv21326.xml
||||0|||BRF - Brasil Foods S.A|Vendedora Interna|||4|Bachelor|Estagiária, Analista Administrativo Jr.||||5|cv36219.xml
||||0|||PROOF Segurança Digital - Consultoria - Rio de Janeiro e São Paulo / Brasil|Gerente de Segurança da Informação|||4|Bachelor|Coordenador de TI e Segurança da Informação, Coordenador de TI e Segurança da Informação, Analista de Suporte||||17|cv28877.xml
|||||||FCB Transportes|Auxiliar Administrativo|||4|Bachelor|Auxiliar Financeiro, Assistente Administrativo, Vendedora||||14|cv11293.xml
|||||||M2Sys Tecnologia e Serviços|Analista de Sistemas Pleno|||4|Bachelor|Desenvolvedora, Analista de Sistemas Junior, Desenvolvedora||||9|cv9942.xml
||||0|||Cast IT Group|Desenvolvedor Java Pleno|||||Desenvolvedor Java Pleno, Desenvolvedor Java Júnior, Estagiário de desenvolvimento de software||||5|cv38328.xml
||||||||||||||||||cv33817.xml
||||0|||Universidade Anhanguera|Assistente de Atendimento|||4|Bachelor|||||3|cv37537.xml
||||0|||Ponta Administradora de Consórcios Ltda|Gerente de Cadastro, Operacinal e TI|||4|Bachelor|Analista de Organização Sênior, Auditor de TI, Analista de Sistemas Sênior||||11|cv2262.xml
||||0|||Plan Automação|Suporte Técnico||||||||||cv24428.xml
|||||||||||4|Bachelor||||||cv20461.xml
|||||||Tribunal de Contas|Estágio remunerado|||4|Bachelor|Estágio remunerado, Estágio remunerado||||7|cv33680.xml
|||||||Call Tecnologia e Serviços|Operadora de Telemarketing|||5|Master|Operadora de Telemarketing, Atendente de lanchonete||||6|cv26906.xml
||||0||||||||||||||cv33561.xml
|||||||Stefanini|Analista de Requisitos|||5|Master|Professor Tutor, Oficial Técnico de Informática, Professor substituto||||15|cv27323.xml
|||||||"Distrito Federal (Netwan Solutions | Maminfo)"|Secretária de Saúde|||4|Bachelor|Técnico em Redes de CFTV, Secretária de Saúde||||3|cv9130.xml
|||||||Central IT Tecnologia da Informação Brasília,DF|Gerente de Projetos|||4|Bachelor|Coordenador, Arquiteto de soluções Java||||2|cv13970.xml
||||0|||||||1|Secondary Education||||||cv24168.xml
|||||||Queiroz Galvão entrou|Analista/Desenvolvedor Senior|||4|Bachelor|Desenvolvedor Java/WebLogic Pleno, Desenvolvedor Delphi Pleno||||3|cv5141.xml
||||0|||Amazônia Comercio de Artigos Promocionais Ltda|Administrador de Rede Pleno|||||Administrador de Rede Pleno||||2|cv37368.xml
||||0|||atividade - Sama S.A. - Minerações Associadas|Analista TI Sr.|||5|Master|Analista de TI., Analista de TI, Programador||||10|cv15963.xml
|||||||Cremosinn do Etzinho Prod. e Comercio de Sorvetes|Estagiário|||4|Bachelor|Estagiário||||1|cv13820.xml
||||0|||DERMAGE - Spa da pele farmácia de manipulação e cosméticos|Gerente Geral|||5|Master|Analista de Recursos Humanos , Analista de RH, Psicóloga prestadora de serviço||||10|cv27011.xml
|||||||||||4|Bachelor||||||cv11155.xml
|||||||PROGRAMADOR WEB|OPERADOR DE COMPUTADOR|||||OPERADOR DE COMPUTADOR||||2|cv22106.xml
||||0|||Hospital da Criança de Brasília José Alencar|Coordenador de TI|||||Coordenador de TI, Diretor Adjunto de Gestão de Processos e Tecnologia da Informação, Analista técnico||||16|cv23063.xml
||||0|||Lan House da Rodoviária|Atendente e Suporte Técnico|||4|Bachelor|Gerente, Estagiário de TI - Área de desenvolvimento|||||cv18933.xml
||||||||Estagiário de Desenvolvimento de Sistemas|||4|Bachelor|Agente de Portaria, Guardião||||1|cv33704.xml
||||0|||Fóton|Project Manager|||3|University|Project Manager / Technical Lead, Senior CRM Consultant, System Analyst||||5|cv22879.xml
||||0|||Indra Company|Analista de Sistemas|||||Analista de Sistemas, Designer Gráfico, Bemasoft Automação Comercial e Fiscal - Suporte Técnico||||13|cv864.xml
||||0|||Militar da Aeronáutica|Graduado|||4|Bachelor|Consultor de Automação, Programador, Programador de CLP||||21|cv20666.xml
|||||||POLYELLE|Analista de Suporte e Infraestrutura|||||Analista de Suporte, Analista de Suporte e Infraestrutura||||14|cv9282.xml
|||||||Iteris Consultoria e Software|Analista de Business Intelligence|||4|Bachelor|Analista de Business Intelligence, Analista de Business Intelligence, Analista de Sistemas||||7|cv16153.xml
|||||||||||5|Master||||||cv5624.xml
|||||||BERTINI DO BRASIL|Coordenação de Suporte Técnico|||4|Bachelor|Coordenação de Suporte Técnico, Analista de Suporte ao Cliente||||6|cv17266.xml
||||0|||Sete Mares|Vendedor|||||Vendedor||||3|cv19520.xml
||||0|||Experience|Engenheiro de software|||||Desenvolvedor de software||||6|cv38603.xml
|||||||WebAula Ensino à Distância|Analista de Testes/Requisitos|||4|Bachelor|Analista de Sistemas, Analista de Testes Sênior, Analista de Testes||||6|cv24322.xml
|||||||Hepta Informatica Ltda|Analista de Sistemas|||4|Bachelor|Desenvolvedor .NET, Estagiário/Desenvolvedor .NET, Estagiário||||6|cv8605.xml
||||0|||Experience|Analista de Sistemas Pleno|||||Analista de Sistemas Pleno, Analista Desenvolvedor Java Pleno, Desenvolvedor Java Júnior||||12|cv25560.xml
||||0|||1ª Brigada de Infantaria de Selva, Boa Vista-RR|Adjunto da Seção de Informática|||4|Bachelor|Adjunto da Seção de Informática, Adjunto da Seção de Informática, Adjunto da Seção de Informática||||12|cv19067.xml
|||||||BRASILIA______/__________DE|OP. DE CAIXA|||1|Secondary Education|PROMOTORA DE VENDAS, PROMOTORA DE VENDAS||||2|cv3174.xml
|||||||GETRONICS (Cliente BAYER S/A)|Líder de Suporte Técnico Junior|||4|Bachelor|Analista de Suporte Pleno||||6|cv7236.xml
|||||||Grupo Empreza|Analista Financeiro|||||Assistente Administrativo II., Assistente Administrativo I||||7|cv12160.xml
||||0|||Experience|Pesquisador|||||Desenvolvedor Web/Java, Consultor TI, Monitor - Ciência da Computação||||5|cv22700.xml
||||0|||||||5|Master|||||1|cv34560.xml
|||||||Ifactory Solutions|Analista de Sistemas(BI)|||4|Bachelor|Analista de Sistemas(DBA), Analista de Sistemas, Analista de Sistemas||||5|cv8138.xml
||||0|||Hepta Informatica Ltda|Administrador de banco e dados|||||Consultor e, Administrador de banco e dados, Consultor||||8|cv22338.xml
|||||||||||4|Bachelor||||||cv11390.xml
|||||||Connect informações e tecnologia S/A|técnica de desenvolvimento|||4|Bachelor|Analista de sistemas nível 1, Desenhista Cadista, Sargento Temporário||||8|cv33332.xml
||||0|||2º Tabelião de Protesto de Letras e Títulos de Guarulhos|Analista de Sistema|||5|Master|Estagiário de Informática, de Informática||||12|cv19979.xml
||||0||||||||||||||cv13990.xml
|||||||Brasilmed Auditoria Médica e Serviços|Analista de Sistemas|||4|Bachelor|Estagiário, Motoboy, Agente de Logística||||4|cv10941.xml
||||0|||Stefanini IT Solutions|Atendente de Help Desk|||4|Bachelor|Suporte Técnico/Redes, Assistente Administrativo, Analista de Suporte|||||cv18486.xml
||||0|||Capgemini|Analista de sistemas|||||Analista de sistemas, Estagiário||||7|cv25801.xml
||||0|||Experience|Analista de RH|||||Analista de RH, Monitora MBA Gestão de Negócios e Varejo at FIA, Consultora de Recrutamento||||12|cv36226.xml
||||||||Coordenação de Equipa de desenvolvimento|||5|Master|||||0|cv2925.xml
|||||||Cast Informática|Analista de Sistemas Sênior|||4|Bachelor|Contraste Engenharia e Automação, Estagiário||||11|cv6604.xml
|||||||Hepta Informatica|Técnico de suporte|||4|Bachelor|laboratório de informática, Analista de Suporte, Técnico de suporte||||5|cv11585.xml
||||0|||DSC Práxis Brasil|Gerente de Projetos|||5|Master|Gerente Comercial, Gerente de Projetos, Coordenador de Projetos||||11|cv36747.xml
|||||||CAST|Analista de Infraestrutura SR|||4|Bachelor|Técnico de Suporte, Estagiário, Técnico Informática||||9|cv10070.xml
||||0|||Experience|Analista de TI|||||Analista de TI, Consultor de Tecnologia, Estagiario||||7|cv22926.xml
|||||||SISTEL|Analista de infraestrutura|||4|Bachelor|Administrador de Dados, Analista de infraestrutura, Professor de Administração de Dados||||10|cv12987.xml
||||0|||Nexa Tecnologia Outsourcing Ltda|Analista de Suporte I|||||Operador de Telemarketing, Engetotec, Motorista instalador||||21|cv20502.xml
||||0|||Experience|Consultor|||||Bacharel em Administração de Sistemas de Informação. Especialista em Gerência de Projetos, Consultor, Analista de Sistemas||||15|cv22584.xml
||||0|||Experience|Sócio / gerente de desenvolvimento de software|||||||||6|cv38503.xml
|||||||Boa Vista SCPC|"DB2 LUW | MySQL | MS SQL Server | Oracle | Netezza DBA"|||6|Post-Master|DB2 Database Administrator, DB Architect/DBA||||3|cv22062.xml
|||||||Cullinan Luxury Hotel|Auditor|||4|Bachelor|Recepcionista Bilíngue, Estagiário, Recepcionista||||4|cv7318.xml
|||||||Corretora de Seguros BRB|Jovem Aprendiz|||1|Secondary Education|||||3|cv2813.xml
|||||||Grupo Coqueiro Materiais de Construção|DBA|||4|Bachelor|||||1|cv12840.xml
|||||||LinkNet Tecnologia e Telecomunicações - Fábrica de Software|Projetista de Sistemas Java|||4|Bachelor|Projetista de Sistemas Java, Eng. de Software Pleno, Analista Desenvolvedor Java||||14|cv9063.xml
|||||||Casa Amarela Ferramentas|Balconista|||4|Bachelor|||||5|cv21183.xml
||||||||Analista de Suporte|||4|Bachelor|Analista de Sistemas, Analista de Sistemas, Gerente de ServiceDesk|||||cv15492.xml
||||0|||Memora|Desenvolvedor de Sistemas|||5|Master|Desenvolvedor de Sistemas, Desenvolvedor Java, Analista / Desenvolvedor Java Sênior||||17|cv7508.xml
||||0|||Supermercado Frigoyama Ltda|Jovem aprendiz|||4|Bachelor||||||cv37352.xml
||||0|||Logus TI|Instrutor de Tecnologia|||5|Master|Diretoria de Tecnologia, Redes e Suporte a Sistemas||||13|cv3194.xml
|||||||||||4|Bachelor||||||cv16098.xml
||||0|||Universidade Federal do Estado do Rio de Janeiro|Processos e Qualidade|||||Processos e Qualidade, Analista de Negócios, Analista de Desenvolvimento||||10|cv38609.xml
||||||||||||||||||cv3233.xml
|||||||CTIS - Tecnologia S.A|Analista|||4|Bachelor|Caixa noturno, Educador, Suporte Técnico||||8|cv14848.xml
|||||||Ministério da Previdência Social|Estágio|||1|Secondary Education|||||3|cv7424.xml
|||||||Wooba Soluções Tecnológicas para Turismo|Analista de Suporte|||4|Bachelor|Consultor de Projetos, Gerente de Projetos de TI, Gerente de Projetos de TI.||||2|cv17478.xml
|||||||Loop Engenharia de Computação|Desenvolvedor Java Web e Android|||2|Vocational Education|Desenvolvedor Java Web e Android||||5|cv7598.xml
||||0|||Gerente Comercial|Auxiliar Administrativo|||5|Master|||||6|cv24043.xml
||||0|||Tech Mahindra, alocado Vivo|Analista de testes Sênior|||||Analista de testes (Performance), Líder de Teste, Analista de Teste Sênior||||9|cv36327.xml
||||0|||Experience|Engenheiro de software|||||Analista Desenvolvedor, Programador Pleno, Programador||||12|cv30409.xml
||||0|||Instutito de Pesquisa Eldorado em DF|Auxiliar Técnico|||1|Secondary Education|Auxiliar Técnico, Consultor Técnico, Chefe de Divisão||||14|cv29865.xml
||||0|||HP/ES|Consultant IP|||4|Bachelor|Consultant IP, Project Management Professional -||||4|cv13897.xml
||||0|||INMETRICS|Analista de Automação de Teste|||4|Bachelor|Analista de Automação de Teste, Estagiário de Tecnologia da Informação||||4|cv37689.xml
|||||||UBEC - União Brasiliense de Educação e Cultura|Tecnologia de Operações|||5|Master|Suporte Tecnológico, Suporte Tecnológico, Suporte Tecnológico||||4|cv33250.xml
|||||||Stefanini IT Solutions / Banco do Brasil|Responsável Técnico|||5|Master|Analista de Sistemas, Coordenador de equipes, Analista de Sistemas||||8|cv12694.xml
|||||||CentralIT- TÉCNICO SUPORTE OPERACIONAL|DEP. de TI|||5|Master|Analista de suporte, Estagiária, Professora Estagiária||||4|cv20401.xml
|||||||Centro de Tecnologia de Software / SICOOB|Analista de Processos|||4|Bachelor|Admnistrador de Banco de dados Pleno, Analista de Infraestrutura Pleno, Analista de Suporte||||6|cv12943.xml
